year,state,ten_year_age_groups,deaths,population,notes
2019,Alaska,35-44 years,21,95765,""
2019,Alaska,55-64 years,13,93339,unreliable
2019,Arizona,15-24 years,217,973547,""
2019,Arizona,25-34 years,340,1007093,""
2019,Arizona,35-44 years,283,896027,""
2019,Arizona,45-54 years,198,852090,""
2019,Arizona,55-64 years,178,880794,""
2019,Arizona,65-74 years,52,751699,""
2019,Arizona,75-84 years,15,411197,unreliable
2019,Arkansas,15-24 years,18,397538,unreliable
2019,Arkansas,25-34 years,54,396868,""
2019,Arkansas,35-44 years,51,370263,""
2019,Arkansas,45-54 years,37,361582,""
2019,Arkansas,55-64 years,28,385994,""
2019,California,15-24 years,404,5180973,""
2019,California,25-34 years,833,6052952,""
2019,California,35-44 years,618,5282100,""
2019,California,45-54 years,554,4979745,""
2019,California,55-64 years,569,4786635,""
2019,California,65-74 years,207,3386670,""
2019,California,75-84 years,37,1701599,""
2019,Colorado,15-24 years,69,743213,""
2019,Colorado,25-34 years,195,913354,""
2019,Colorado,35-44 years,137,798071,""
2019,Colorado,45-54 years,97,706150,""
2019,Colorado,55-64 years,90,713013,""
2019,Colorado,65-74 years,32,522131,""
2019,Connecticut,15-24 years,62,478803,""
2019,Connecticut,25-34 years,250,448029,""
2019,Connecticut,35-44 years,293,427141,""
2019,Connecticut,45-54 years,240,476905,""
2019,Connecticut,55-64 years,206,513455,""
2019,Connecticut,65-74 years,41,352819,""
2019,Delaware,15-24 years,22,117372,""
2019,Delaware,25-34 years,130,129080,""
2019,Delaware,35-44 years,97,113101,""
2019,Delaware,45-54 years,81,118881,""
2019,Delaware,55-64 years,55,137730,""
2019,District of Columbia,25-34 years,26,164541,""
2019,District of Columbia,35-44 years,34,108969,""
2019,District of Columbia,45-54 years,56,74286,""
2019,District of Columbia,55-64 years,88,69876,""
2019,District of Columbia,65-74 years,32,50219,""
2019,Florida,15-24 years,223,2460558,""
2019,Florida,25-34 years,1019,2799422,""
2019,Florida,35-44 years,1057,2600531,""
2019,Florida,45-54 years,749,2709395,""
2019,Florida,55-64 years,551,2898355,""
2019,Florida,65-74 years,124,2465369,""
2019,Florida,75-84 years,27,1450514,""
2019,Florida,85+ years,13,581454,unreliable
2019,Georgia,15-24 years,59,1449500,""
2019,Georgia,25-34 years,204,1493261,""
2019,Georgia,35-44 years,228,1380954,""
2019,Georgia,45-54 years,179,1399652,""
2019,Georgia,55-64 years,146,1307533,""
2019,Georgia,65-74 years,34,926001,""
2019,Hawaii,35-44 years,12,181803,unreliable
2019,Hawaii,55-64 years,14,179137,unreliable
2019,Hawaii,65-74 years,12,152092,unreliable
2019,Idaho,15-24 years,17,241619,unreliable
2019,Idaho,25-34 years,34,236490,""
2019,Idaho,35-44 years,29,227172,""
2019,Idaho,45-54 years,16,201766,unreliable
2019,Idaho,55-64 years,21,218360,""
2019,Idaho,65-74 years,11,175866,unreliable
2019,Illinois,15-24 years,126,1652607,""
2019,Illinois,25-34 years,480,1758096,""
2019,Illinois,35-44 years,530,1637135,""
2019,Illinois,45-54 years,551,1599789,""
2019,Illinois,55-64 years,428,1658283,""
2019,Illinois,65-74 years,96,1176033,""
2019,Indiana,15-24 years,96,930398,""
2019,Indiana,25-34 years,369,890687,""
2019,Indiana,35-44 years,364,828959,""
2019,Indiana,45-54 years,228,824029,""
2019,Indiana,55-64 years,153,875082,""
2019,Indiana,65-74 years,34,636737,""
2019,Iowa,15-24 years,12,436415,unreliable
2019,Iowa,25-34 years,46,398150,""
2019,Iowa,35-44 years,37,385215,""
2019,Iowa,45-54 years,29,362509,""
2019,Iowa,55-64 years,27,415696,""
2019,Iowa,65-74 years,10,311447,unreliable
2019,Kansas,15-24 years,15,412813,unreliable
2019,Kansas,25-34 years,56,382922,""
2019,Kansas,35-44 years,43,361029,""
2019,Kansas,45-54 years,33,327961,""
2019,Kansas,55-64 years,31,371505,""
2019,Kentucky,15-24 years,54,583798,""
2019,Kentucky,25-34 years,255,587380,""
2019,Kentucky,35-44 years,303,550953,""
2019,Kentucky,45-54 years,246,563662,""
2019,Kentucky,55-64 years,142,598289,""
2019,Kentucky,65-74 years,30,447876,""
2019,Louisiana,15-24 years,25,597268,""
2019,Louisiana,25-34 years,130,658227,""
2019,Louisiana,35-44 years,173,589854,""
2019,Louisiana,45-54 years,120,548348,""
2019,Louisiana,55-64 years,84,604670,""
2019,Louisiana,65-74 years,21,442534,""
2019,Maine,15-24 years,21,152137,""
2019,Maine,25-34 years,91,162808,""
2019,Maine,35-44 years,86,154075,""
2019,Maine,45-54 years,74,174730,""
2019,Maine,55-64 years,46,211560,""
2019,Maryland,15-24 years,121,751030,""
2019,Maryland,25-34 years,484,829249,""
2019,Maryland,35-44 years,475,782213,""
2019,Maryland,45-54 years,468,795467,""
2019,Maryland,55-64 years,453,818519,""
2019,Maryland,65-74 years,90,561582,""
2019,Massachusetts,15-24 years,107,935124,""
2019,Massachusetts,25-34 years,554,994454,""
2019,Massachusetts,35-44 years,507,848373,""
2019,Massachusetts,45-54 years,443,893633,""
2019,Massachusetts,55-64 years,300,943190,""
2019,Massachusetts,65-74 years,53,673305,""
2019,Michigan,15-24 years,97,1326325,""
2019,Michigan,25-34 years,462,1311614,""
2019,Michigan,35-44 years,436,1166172,""
2019,Michigan,45-54 years,360,1254679,""
2019,Michigan,55-64 years,328,1399535,""
2019,Michigan,65-74 years,92,1037580,""
2019,Minnesota,15-24 years,75,717060,""
2019,Minnesota,25-34 years,129,762616,""
2019,Minnesota,35-44 years,77,725577,""
2019,Minnesota,45-54 years,71,673361,""
2019,Minnesota,55-64 years,58,756421,""
2019,Minnesota,65-74 years,12,531059,unreliable
2019,Mississippi,15-24 years,19,402867,unreliable
2019,Mississippi,25-34 years,50,393747,""
2019,Mississippi,35-44 years,66,365754,""
2019,Mississippi,45-54 years,51,362040,""
2019,Mississippi,55-64 years,45,385911,""
2019,Mississippi,65-74 years,13,288955,unreliable
2019,Missouri,15-24 years,106,794469,""
2019,Missouri,25-34 years,302,825887,""
2019,Missouri,35-44 years,288,753739,""
2019,Missouri,45-54 years,196,732944,""
2019,Missouri,55-64 years,147,830732,""
2019,Missouri,65-74 years,43,610165,""
2019,Montana,25-34 years,17,138386,unreliable
2019,Montana,35-44 years,21,129795,""
2019,Montana,45-54 years,15,117800,unreliable
2019,Montana,55-64 years,11,150008,unreliable
2019,Nebraska,25-34 years,18,255338,unreliable
2019,Nebraska,35-44 years,11,243139,unreliable
2019,Nebraska,45-54 years,15,215808,unreliable
2019,Nebraska,55-64 years,13,242293,unreliable
2019,Nevada,15-24 years,34,365218,""
2019,Nevada,25-34 years,71,453116,""
2019,Nevada,35-44 years,76,410505,""
2019,Nevada,45-54 years,75,394228,""
2019,Nevada,55-64 years,75,383476,""
2019,Nevada,65-74 years,36,303363,""
2019,New Hampshire,15-24 years,30,171874,""
2019,New Hampshire,25-34 years,121,172816,""
2019,New Hampshire,35-44 years,97,156500,""
2019,New Hampshire,45-54 years,71,183273,""
2019,New Hampshire,55-64 years,44,214314,""
2019,New Jersey,15-24 years,129,1093555,""
2019,New Jersey,25-34 years,679,1152278,""
2019,New Jersey,35-44 years,571,1137693,""
2019,New Jersey,45-54 years,611,1200823,""
2019,New Jersey,55-64 years,412,1223649,""
2019,New Jersey,65-74 years,88,832866,""
2019,New Mexico,15-24 years,34,278459,""
2019,New Mexico,25-34 years,97,284087,""
2019,New Mexico,35-44 years,110,254846,""
2019,New Mexico,45-54 years,71,235656,""
2019,New Mexico,55-64 years,59,272921,""
2019,New Mexico,65-74 years,18,224483,unreliable
2019,New York,15-24 years,183,2445246,""
2019,New York,25-34 years,764,2867651,""
2019,New York,35-44 years,672,2429961,""
2019,New York,45-54 years,620,2471804,""
2019,New York,55-64 years,533,2597156,""
2019,New York,65-74 years,143,1859922,""
2019,New York,75-84 years,17,976223,unreliable
2019,North Carolina,15-24 years,158,1387060,""
2019,North Carolina,25-34 years,601,1416069,""
2019,North Carolina,35-44 years,467,1303427,""
2019,North Carolina,45-54 years,327,1364067,""
2019,North Carolina,55-64 years,215,1362125,""
2019,North Carolina,65-74 years,43,1046508,""
2019,North Dakota,25-34 years,13,114571,unreliable
2019,North Dakota,35-44 years,10,92576,unreliable
2019,Ohio,15-24 years,209,1507223,""
2019,Ohio,25-34 years,980,1554378,""
2019,Ohio,35-44 years,968,1397808,""
2019,Ohio,45-54 years,674,1447581,""
2019,Ohio,55-64 years,503,1604683,""
2019,Ohio,65-74 years,97,1189243,""
2019,Oklahoma,15-24 years,25,539562,""
2019,Oklahoma,25-34 years,67,543593,""
2019,Oklahoma,35-44 years,72,497873,""
2019,Oklahoma,45-54 years,36,453536,""
2019,Oklahoma,55-64 years,54,493694,""
2019,Oklahoma,65-74 years,14,368050,unreliable
2019,Oregon,15-24 years,29,510237,""
2019,Oregon,25-34 years,82,604284,""
2019,Oregon,35-44 years,71,568712,""
2019,Oregon,45-54 years,55,510127,""
2019,Oregon,55-64 years,63,538950,""
2019,Oregon,65-74 years,25,464598,""
2019,Pennsylvania,15-24 years,192,1603208,""
2019,Pennsylvania,25-34 years,859,1709136,""
2019,Pennsylvania,35-44 years,811,1513739,""
2019,Pennsylvania,45-54 years,627,1604097,""
2019,Pennsylvania,55-64 years,442,1804883,""
2019,Pennsylvania,65-74 years,85,1354093,""
2019,Rhode Island,15-24 years,17,146657,unreliable
2019,Rhode Island,25-34 years,64,148213,""
2019,Rhode Island,35-44 years,66,125335,""
2019,Rhode Island,45-54 years,43,135112,""
2019,Rhode Island,55-64 years,43,149609,""
2019,South Carolina,15-24 years,74,655402,""
2019,South Carolina,25-34 years,219,682854,""
2019,South Carolina,35-44 years,228,620504,""
2019,South Carolina,45-54 years,165,640607,""
2019,South Carolina,55-64 years,133,689144,""
2019,South Carolina,65-74 years,37,570600,""
2019,South Dakota,25-34 years,17,115064,unreliable
2019,Tennessee,15-24 years,126,869205,""
2019,Tennessee,25-34 years,433,949656,""
2019,Tennessee,35-44 years,384,847658,""
2019,Tennessee,45-54 years,331,871279,""
2019,Tennessee,55-64 years,209,894697,""
2019,Tennessee,65-74 years,47,681396,""
2019,Texas,15-24 years,127,4055517,""
2019,Texas,25-34 years,432,4276763,""
2019,Texas,35-44 years,358,3942439,""
2019,Texas,45-54 years,247,3554098,""
2019,Texas,55-64 years,240,3275242,""
2019,Texas,65-74 years,79,2245028,""
2019,Texas,75-84 years,10,1080742,unreliable
2019,Utah,15-24 years,22,518499,""
2019,Utah,25-34 years,86,471806,""
2019,Utah,35-44 years,111,443453,""
2019,Utah,45-54 years,79,328430,""
2019,Utah,55-64 years,77,303134,""
2019,Utah,65-74 years,20,219466,""
2019,Vermont,25-34 years,34,74408,""
2019,Vermont,35-44 years,34,71267,""
2019,Vermont,45-54 years,24,78051,""
2019,Vermont,55-64 years,12,95379,unreliable
2019,Virginia,15-24 years,96,1113447,""
2019,Virginia,25-34 years,368,1190381,""
2019,Virginia,35-44 years,325,1112496,""
2019,Virginia,45-54 years,266,1100274,""
2019,Virginia,55-64 years,169,1114417,""
2019,Virginia,65-74 years,32,802291,""
2019,Washington,15-24 years,94,929322,""
2019,Washington,25-34 years,193,1172075,""
2019,Washington,35-44 years,178,1028141,""
2019,Washington,45-54 years,128,923777,""
2019,Washington,55-64 years,153,959608,""
2019,Washington,65-74 years,65,735524,""
2019,Washington,75-84 years,11,339621,unreliable
2019,West Virginia,15-24 years,41,216856,""
2019,West Virginia,25-34 years,186,214004,""
2019,West Virginia,35-44 years,197,213802,""
2019,West Virginia,45-54 years,144,229251,""
2019,West Virginia,55-64 years,86,254726,""
2019,West Virginia,65-74 years,17,217323,unreliable
2019,Wisconsin,15-24 years,66,768140,""
2019,Wisconsin,25-34 years,239,741222,""
2019,Wisconsin,35-44 years,234,713075,""
2019,Wisconsin,45-54 years,185,715209,""
2019,Wisconsin,55-64 years,158,823018,""
2019,Wisconsin,65-74 years,38,594748,""
2019,Wyoming,25-34 years,12,76433,unreliable
2019,Wyoming,45-54 years,13,63853,unreliable
2020,Alabama,15-24 years,52,633391,""
2020,Alabama,25-34 years,156,650546,""
2020,Alabama,35-44 years,179,596362,""
2020,Alabama,45-54 years,119,608174,""
2020,Alabama,55-64 years,85,657281,""
2020,Alabama,65-74 years,15,517717,unreliable
2020,Alaska,15-24 years,18,95399,unreliable
2020,Alaska,25-34 years,25,116308,""
2020,Alaska,35-44 years,27,98141,""
2020,Alaska,45-54 years,18,83476,unreliable
2020,Alaska,55-64 years,19,91536,unreliable
2020,Arizona,15-24 years,349,986272,""
2020,Arizona,25-34 years,581,1030830,""
2020,Arizona,35-44 years,403,913916,""
2020,Arizona,45-54 years,278,859684,""
2020,Arizona,55-64 years,196,894909,""
2020,Arizona,65-74 years,52,786905,""
2020,Arkansas,15-24 years,26,398384,""
2020,Arkansas,25-34 years,84,398873,""
2020,Arkansas,35-44 years,78,372730,""
2020,Arkansas,45-54 years,41,358067,""
2020,Arkansas,55-64 years,40,386200,""
2020,Arkansas,65-74 years,14,310489,unreliable
2020,California,5-14 years,14,4973904,unreliable
2020,California,15-24 years,853,5111453,""
2020,California,25-34 years,1457,6017057,""
2020,California,35-44 years,1094,5305749,""
2020,California,45-54 years,904,4910948,""
2020,California,55-64 years,844,4762421,""
2020,California,65-74 years,288,3469545,""
2020,California,75-84 years,29,1750249,""
2020,California,85+ years,15,756372,unreliable
2020,Colorado,15-24 years,137,746655,""
2020,Colorado,25-34 years,288,924010,""
2020,Colorado,35-44 years,242,816118,""
2020,Colorado,45-54 years,135,704945,""
2020,Colorado,55-64 years,130,708745,""
2020,Colorado,65-74 years,32,543363,""
2020,Connecticut,15-24 years,79,473118,""
2020,Connecticut,25-34 years,285,448627,""
2020,Connecticut,35-44 years,315,431882,""
2020,Connecticut,45-54 years,274,460934,""
2020,Connecticut,55-64 years,245,512795,""
2020,Connecticut,65-74 years,46,363764,""
2020,Delaware,15-24 years,21,118020,""
2020,Delaware,25-34 years,96,129652,""
2020,Delaware,35-44 years,118,115843,""
2020,Delaware,45-54 years,78,116561,""
2020,Delaware,55-64 years,76,139760,""
2020,Delaware,65-74 years,14,118462,unreliable
2020,District of Columbia,15-24 years,10,87341,unreliable
2020,District of Columbia,25-34 years,46,164724,""
2020,District of Columbia,35-44 years,39,112997,""
2020,District of Columbia,45-54 years,65,74052,""
2020,District of Columbia,55-64 years,126,69799,""
2020,District of Columbia,65-74 years,46,51557,""
2020,Florida,15-24 years,320,2466792,""
2020,Florida,25-34 years,1478,2818471,""
2020,Florida,35-44 years,1582,2649160,""
2020,Florida,45-54 years,1041,2692803,""
2020,Florida,55-64 years,843,2942419,""
2020,Florida,65-74 years,169,2539576,""
2020,Florida,75-84 years,17,1502209,unreliable
2020,Georgia,15-24 years,116,1458110,""
2020,Georgia,25-34 years,346,1506359,""
2020,Georgia,35-44 years,370,1394847,""
2020,Georgia,45-54 years,235,1391098,""
2020,Georgia,55-64 years,174,1323211,""
2020,Georgia,65-74 years,55,959264,""
2020,Hawaii,25-34 years,15,196359,unreliable
2020,Hawaii,35-44 years,19,181879,unreliable
2020,Hawaii,45-54 years,11,164713,unreliable
2020,Hawaii,55-64 years,18,176875,unreliable
2020,Idaho,15-24 years,14,247113,unreliable
2020,Idaho,25-34 years,39,241578,""
2020,Idaho,35-44 years,34,234230,""
2020,Idaho,45-54 years,27,205499,""
2020,Idaho,55-64 years,34,220824,""
2020,Idaho,65-74 years,10,185942,unreliable
2020,Illinois,15-24 years,214,1630596,""
2020,Illinois,25-34 years,629,1741284,""
2020,Illinois,35-44 years,688,1636418,""
2020,Illinois,45-54 years,684,1565738,""
2020,Illinois,55-64 years,573,1638460,""
2020,Illinois,65-74 years,141,1211741,""
2020,Illinois,75-84 years,15,610637,unreliable
2020,Indiana,15-24 years,169,927013,""
2020,Indiana,25-34 years,593,897324,""
2020,Indiana,35-44 years,548,835433,""
2020,Indiana,45-54 years,318,813342,""
2020,Indiana,55-64 years,202,871082,""
2020,Indiana,65-74 years,40,658882,""
2020,Iowa,15-24 years,28,437831,""
2020,Iowa,25-34 years,71,398796,""
2020,Iowa,35-44 years,49,390589,""
2020,Iowa,45-54 years,41,357591,""
2020,Iowa,55-64 years,27,411034,""
2020,Kansas,15-24 years,48,411069,""
2020,Kansas,25-34 years,71,381528,""
2020,Kansas,35-44 years,50,365011,""
2020,Kansas,45-54 years,41,323727,""
2020,Kansas,55-64 years,39,366735,""
2020,Kentucky,15-24 years,118,583361,""
2020,Kentucky,25-34 years,449,591103,""
2020,Kentucky,35-44 years,511,550941,""
2020,Kentucky,45-54 years,319,554414,""
2020,Kentucky,55-64 years,238,595984,""
2020,Kentucky,65-74 years,46,462362,""
2020,Louisiana,15-24 years,56,595244,""
2020,Louisiana,25-34 years,225,649003,""
2020,Louisiana,35-44 years,317,597727,""
2020,Louisiana,45-54 years,174,537203,""
2020,Louisiana,55-64 years,144,599947,""
2020,Louisiana,65-74 years,26,458282,""
2020,Maine,15-24 years,30,151491,""
2020,Maine,25-34 years,89,164443,""
2020,Maine,35-44 years,129,156841,""
2020,Maine,45-54 years,91,170543,""
2020,Maine,55-64 years,69,210474,""
2020,Maine,65-74 years,10,175368,unreliable
2020,Maryland,15-24 years,135,746347,""
2020,Maryland,25-34 years,576,826201,""
2020,Maryland,35-44 years,538,792009,""
2020,Maryland,45-54 years,574,776744,""
2020,Maryland,55-64 years,552,819194,""
2020,Maryland,65-74 years,113,578509,""
2020,Massachusetts,15-24 years,105,926346,""
2020,Massachusetts,25-34 years,518,996637,""
2020,Massachusetts,35-44 years,619,859166,""
2020,Massachusetts,45-54 years,422,870591,""
2020,Massachusetts,55-64 years,319,943383,""
2020,Massachusetts,65-74 years,72,693841,""
2020,Michigan,15-24 years,143,1305690,""
2020,Michigan,25-34 years,544,1317802,""
2020,Michigan,35-44 years,551,1171196,""
2020,Michigan,45-54 years,442,1224340,""
2020,Michigan,55-64 years,378,1386098,""
2020,Michigan,65-74 years,115,1074762,""
2020,Michigan,75-84 years,11,525966,unreliable
2020,Minnesota,15-24 years,105,715966,""
2020,Minnesota,25-34 years,199,760397,""
2020,Minnesota,35-44 years,135,739952,""
2020,Minnesota,45-54 years,125,660824,""
2020,Minnesota,55-64 years,84,752272,""
2020,Minnesota,65-74 years,19,552208,unreliable
2020,Mississippi,15-24 years,33,399699,""
2020,Mississippi,25-34 years,113,389647,""
2020,Mississippi,35-44 years,112,365340,""
2020,Mississippi,45-54 years,80,356162,""
2020,Mississippi,55-64 years,52,383032,""
2020,Mississippi,65-74 years,15,298209,unreliable
2020,Missouri,15-24 years,134,792720,""
2020,Missouri,25-34 years,415,824107,""
2020,Missouri,35-44 years,368,762624,""
2020,Missouri,45-54 years,233,719740,""
2020,Missouri,55-64 years,173,825928,""
2020,Missouri,65-74 years,47,630388,""
2020,Montana,25-34 years,16,140617,unreliable
2020,Montana,35-44 years,28,133684,""
2020,Montana,45-54 years,16,117092,unreliable
2020,Montana,55-64 years,14,148120,unreliable
2020,Nebraska,15-24 years,18,268225,unreliable
2020,Nebraska,25-34 years,32,254707,""
2020,Nebraska,35-44 years,17,246298,unreliable
2020,Nebraska,55-64 years,17,239667,unreliable
2020,Nevada,15-24 years,98,369886,""
2020,Nevada,25-34 years,133,462110,""
2020,Nevada,35-44 years,112,420922,""
2020,Nevada,45-54 years,89,396219,""
2020,Nevada,55-64 years,84,389232,""
2020,Nevada,65-74 years,35,316112,""
2020,New Hampshire,15-24 years,21,170054,""
2020,New Hampshire,25-34 years,91,175498,""
2020,New Hampshire,35-44 years,99,159402,""
2020,New Hampshire,45-54 years,77,177656,""
2020,New Hampshire,55-64 years,43,215173,""
2020,New Jersey,15-24 years,141,1084234,""
2020,New Jersey,25-34 years,647,1154546,""
2020,New Jersey,35-44 years,617,1141377,""
2020,New Jersey,45-54 years,576,1174392,""
2020,New Jersey,55-64 years,446,1222659,""
